2022-08-11 03:55:00,1
2022-08-11 07:40:00,1
2022-08-11 08:00:00,1
2022-08-11 08:15:00,1
2022-08-11 08:20:00,1
2022-08-11 08:50:00,1
2022-08-11 08:55:00,1
2022-08-11 09:15:00,1
2022-08-11 09:25:00,1
2022-08-11 09:35:00,2
2022-08-11 09:50:00,3
2022-08-11 09:55:00,1
2022-08-11 09:55:00,2
2022-08-11 10:00:00,1
2022-08-11 10:05:00,1
2022-08-11 10:10:00,2
2022-08-11 10:15:00,1
2022-08-11 10:25:00,2
2022-08-11 10:30:00,1
2022-08-11 10:35:00,1
2022-08-11 10:40:00,1
2022-08-11 11:00:00,1
2022-08-11 11:05:00,2
2022-08-11 11:20:00,1
2022-08-11 11:25:00,2
2022-08-11 11:30:00,2
2022-08-11 11:35:00,1
2022-08-11 11:50:00,2
2022-08-11 12:00:00,1
2022-08-11 12:05:00,1
2022-08-11 12:10:00,1
2022-08-11 12:15:00,1
2022-08-11 12:20:00,2
2022-08-11 12:25:00,2
2022-08-11 12:35:00,1
2022-08-11 12:50:00,1
2022-08-11 13:00:00,2
2022-08-11 13:05:00,1
2022-08-11 13:20:00,1
2022-08-11 13:30:00,2
2022-08-11 13:35:00,3
2022-08-11 13:40:00,1
2022-08-11 13:50:00,2
2022-08-11 13:55:00,2
2022-08-11 14:00:00,2
2022-08-11 14:15:00,2
2022-08-11 14:20:00,2
2022-08-11 14:25:00,1
2022-08-11 14:40:00,1
2022-08-11 15:00:00,3
2022-08-11 15:05:00,1
2022-08-11 15:15:00,1
2022-08-11 15:35:00,1
2022-08-11 15:55:00,1
2022-08-11 16:10:00,1
2022-08-11 16:20:00,1
2022-08-11 16:25:00,1
2022-08-11 16:35:00,1
2022-08-11 17:05:00,1
2022-08-11 17:35:00,1
2022-08-11 18:15:00,1
