2022-08-11 01:20:00,1
2022-08-11 07:10:00,1
2022-08-11 07:55:00,1
2022-08-11 09:00:00,1
2022-08-11 09:15:00,2
2022-08-11 09:20:00,2
2022-08-11 09:30:00,1
2022-08-11 10:00:00,2
2022-08-11 10:20:00,1
2022-08-11 10:35:00,2
2022-08-11 11:10:00,1
2022-08-11 11:15:00,1
2022-08-11 11:20:00,1
2022-08-11 11:50:00,1
2022-08-11 12:10:00,12
2022-08-11 12:30:00,1
2022-08-11 12:35:00,1
2022-08-11 12:45:00,1
2022-08-11 12:55:00,1
2022-08-11 13:20:00,1
2022-08-11 13:40:00,2
2022-08-11 13:45:00,2
2022-08-11 13:50:00,2
2022-08-11 13:55:00,1
2022-08-11 14:00:00,3
2022-08-11 14:10:00,1
2022-08-11 14:15:00,1
2022-08-11 14:20:00,1
2022-08-11 14:25:00,1
2022-08-11 14:35:00,1
2022-08-11 14:40:00,1
2022-08-11 15:20:00,1
2022-08-11 15:40:00,2
2022-08-11 15:50:00,1
2022-08-11 15:55:00,1
2022-08-11 16:00:00,2
2022-08-11 16:20:00,2
2022-08-11 17:10:00,1
2022-08-11 17:25:00,1
2022-08-11 17:45:00,1
2022-08-11 17:50:00,1
2022-08-11 19:25:00,1
2022-08-11 22:35:00,1
2022-08-11 22:45:00,1
