2022-08-11 01:20:00,1
2022-08-11 07:45:00,1
2022-08-11 07:55:00,1
2022-08-11 09:00:00,1
2022-08-11 09:30:00,2
2022-08-11 09:40:00,2
2022-08-11 10:10:00,2
2022-08-11 10:15:00,4
2022-08-11 10:25:00,1
2022-08-11 10:30:00,2
2022-08-11 10:35:00,4
2022-08-11 11:00:00,1
2022-08-11 11:05:00,1
2022-08-11 11:10:00,1
2022-08-11 11:30:00,1
2022-08-11 11:40:00,5
2022-08-11 11:50:00,1
2022-08-11 12:00:00,1
2022-08-11 12:10:00,3
2022-08-11 12:30:00,1
2022-08-11 12:35:00,1
2022-08-11 12:40:00,2
2022-08-11 12:50:00,1
2022-08-11 12:55:00,1
2022-08-11 13:00:00,2
2022-08-11 13:05:00,1
2022-08-11 13:15:00,2
2022-08-11 13:30:00,1
2022-08-11 13:35:00,1
2022-08-11 13:40:00,2
2022-08-11 13:45:00,3
2022-08-11 13:50:00,3
2022-08-11 13:55:00,1
2022-08-11 14:10:00,1
2022-08-11 14:15:00,2
2022-08-11 14:25:00,2
2022-08-11 14:30:00,2
2022-08-11 14:45:00,2
2022-08-11 14:50:00,2
2022-08-11 15:05:00,1
2022-08-11 15:25:00,2
2022-08-11 15:30:00,2
2022-08-11 15:35:00,1
2022-08-11 15:55:00,1
2022-08-11 16:00:00,3
2022-08-11 16:20:00,1
2022-08-11 16:35:00,1
2022-08-11 16:40:00,1
2022-08-11 16:50:00,1
2022-08-11 16:55:00,1
2022-08-11 17:00:00,2
2022-08-11 17:10:00,1
2022-08-11 17:20:00,1
2022-08-11 17:25:00,2
2022-08-11 17:45:00,2
2022-08-11 17:55:00,1
2022-08-11 18:00:00,1
2022-08-11 18:05:00,1
2022-08-11 18:10:00,1
2022-08-11 18:20:00,1
2022-08-11 18:25:00,1
2022-08-11 18:50:00,1
2022-08-11 23:35:00,1
