2022-08-11 03:35:00,1
2022-08-11 03:40:00,1
2022-08-11 06:05:00,6
2022-08-11 07:00:00,1
2022-08-11 07:55:00,5
2022-08-11 07:55:00,3
2022-08-11 08:05:00,1
2022-08-11 08:50:00,1
2022-08-11 09:05:00,2
2022-08-11 09:10:00,1
2022-08-11 09:20:00,1
2022-08-11 09:25:00,5
2022-08-11 09:30:00,5
2022-08-11 09:35:00,3
2022-08-11 09:40:00,3
2022-08-11 10:00:00,1
2022-08-11 10:15:00,1
2022-08-11 10:25:00,3
2022-08-11 10:30:00,2
2022-08-11 10:40:00,5
2022-08-11 10:45:00,1
2022-08-11 10:50:00,5
2022-08-11 10:55:00,5
2022-08-11 10:55:00,4
2022-08-11 11:00:00,19
2022-08-11 11:05:00,1
2022-08-11 11:15:00,1
2022-08-11 11:30:00,1
2022-08-11 11:35:00,1
2022-08-11 12:00:00,2
2022-08-11 12:10:00,2
2022-08-11 12:15:00,1
2022-08-11 12:20:00,1
2022-08-11 12:25:00,12
2022-08-11 12:30:00,2
2022-08-11 12:35:00,6
2022-08-11 12:40:00,2
2022-08-11 12:50:00,5
2022-08-11 12:55:00,7
2022-08-11 12:55:00,5
2022-08-11 13:00:00,2
2022-08-11 13:05:00,1
2022-08-11 13:15:00,2
2022-08-11 13:20:00,3
2022-08-11 13:35:00,2
2022-08-11 13:40:00,2
2022-08-11 13:45:00,3
2022-08-11 13:50:00,4
2022-08-11 13:55:00,8
2022-08-11 13:55:00,6
2022-08-11 14:00:00,3
2022-08-11 14:10:00,4
2022-08-11 14:25:00,4
2022-08-11 14:30:00,1
2022-08-11 14:35:00,4
2022-08-11 14:40:00,1
2022-08-11 14:50:00,1
2022-08-11 15:05:00,1
2022-08-11 15:25:00,2
2022-08-11 15:30:00,3
2022-08-11 15:45:00,2
2022-08-11 15:50:00,2
2022-08-11 15:55:00,10
2022-08-11 15:55:00,1
2022-08-11 16:00:00,5
2022-08-11 16:05:00,6
2022-08-11 16:10:00,1
2022-08-11 16:25:00,2
2022-08-11 16:30:00,1
2022-08-11 16:50:00,1
2022-08-11 16:55:00,3
2022-08-11 16:55:00,3
2022-08-11 17:05:00,1
2022-08-11 17:10:00,1
2022-08-11 17:15:00,1
2022-08-11 17:20:00,1
2022-08-11 17:25:00,2
2022-08-11 17:35:00,2
2022-08-11 17:40:00,8
2022-08-11 17:45:00,10
2022-08-11 17:50:00,26
2022-08-11 17:55:00,6
2022-08-11 18:00:00,7
2022-08-11 18:05:00,3
2022-08-11 18:20:00,1
2022-08-11 18:25:00,4
2022-08-11 18:50:00,1
2022-08-11 19:10:00,7
2022-08-11 19:15:00,3
2022-08-11 19:20:00,1
2022-08-11 19:45:00,1
2022-08-11 19:55:00,1
2022-08-11 20:10:00,1
